zipCode,lat,lng,CityName,StatCode
915,18.43691,-66.04562,San Juan,PR
917,18.4214,-66.05005,San Juan,PR
918,18.42138,-66.06588,San Juan,PR
920,18.41571,-66.08889,San Juan,PR
921,18.39224,-66.08853,San Juan,PR
923,18.40953,-66.03866,San Juan,PR
924,18.39827,-66.01289,San Juan,PR
925,18.40031,-66.05055,San Juan,PR
926,18.3462,-66.05234,San Juan,PR
927,18.38875,-66.07189,San Juan,PR
934,18.41138,-66.12399,Fort Buchanan,PR
936,18.39548,-66.07376,San Juan,PR
949,18.43017,-66.20883,Toa Baja,PR
950,18.46208,-66.2376,Toa Baja,PR
951,18.42842,-66.25661,Toa Baja,PR
952,18.42748,-66.18207,Sabana Seca,PR
953,18.36312,-66.2475,Toa Alta,PR
956,18.32082,-66.17175,Bayamon,PR
957,18.36735,-66.18869,Bayamon,PR
959,18.38485,-66.15583,Bayamon,PR
960,18.41701,-66.14446,Bayamon,PR
961,18.41011,-66.16538,Bayamon,PR
962,18.43904,-66.13928,Catano,PR
965,18.43385,-66.11486,Guaynabo,PR
966,18.40226,-66.11757,Guaynabo,PR
968,18.40617,-66.10127,Guaynabo,PR
969,18.36751,-66.10852,Guaynabo,PR
971,18.32131,-66.11811,Guaynabo,PR
976,18.33844,-65.9921,Trujillo Alto,PR
979,18.43649,-66.01699,Carolina,PR
982,18.40992,-65.9917,Carolina,PR
983,18.41804,-65.97632,Carolina,PR
985,18.40825,-65.94842,Carolina,PR
987,18.33935,-65.94313,Carolina,PR
1001,42.06258,-72.6259,Agawam,MA
1002,42.37492,-72.4621,Amherst,MA
1003,42.39192,-72.52479,Amherst,MA
1005,42.42018,-72.10615,Barre,MA
1007,42.27875,-72.40036,Belchertown,MA
1008,42.18428,-72.95203,Blandford,MA
1009,42.20972,-72.33971,Bondsville,MA
1010,42.12863,-72.20624,Brimfield,MA
1011,42.29653,-72.95969,Chester,MA
1012,42.38698,-72.84632,Chesterfield,MA
1013,42.1595,-72.60824,Chicopee,MA
1020,42.17637,-72.56537,Chicopee,MA
1022,42.19731,-72.54267,Chicopee,MA
1026,42.4633,-72.92024,Cummington,MA
1027,42.29508,-72.74309,Easthampton,MA
1028,42.05968,-72.49908,East Longmeadow,MA
1029,42.19632,-73.04836,East Otis,MA
1030,42.06886,-72.67999,Feeding Hills,MA
1031,42.32933,-72.19822,Gilbertville,MA
1032,42.45029,-72.81301,Goshen,MA
1033,42.26081,-72.50363,Granby,MA
1034,42.08485,-72.95765,Granville,MA
1035,42.35564,-72.56921,Hadley,MA
1036,42.06369,-72.4159,Hampden,MA
1037,42.37011,-72.19772,Hardwick,MA
1038,42.3855,-72.60699,Hatfield,MA
1039,42.40629,-72.69362,Haydenville,MA
1040,42.21256,-72.64107,Holyoke,MA
1050,42.28784,-72.86986,Huntington,MA
1053,42.35348,-72.71161,Leeds,MA
1054,42.47363,-72.48746,Leverett,MA
1056,42.19212,-72.45804,Ludlow,MA
1057,42.09164,-72.32431,Monson,MA
1060,42.32228,-72.63129,Northampton,MA
1062,42.3219,-72.69279,Florence,MA
1063,42.3191,-72.63896,Northampton,MA
1066,42.40763,-72.65481,North Hatfield,MA
1068,42.35002,-72.04606,Oakham,MA
1069,42.18807,-72.30555,Palmer,MA
1070,42.51853,-72.92391,Plainfield,MA
1071,42.16035,-72.86,Russell,MA
1072,42.45737,-72.41841,Shutesbury,MA
1073,42.23083,-72.73857,Southampton,MA
1074,42.38661,-72.09427,South Barre,MA
1075,42.25674,-72.57923,South Hadley,MA
1077,42.05437,-72.77851,Southwick,MA
1079,42.19437,-72.33014,Thorndike,MA
1080,42.18206,-72.36564,Three Rivers,MA
1081,42.06234,-72.23094,Wales,MA
1082,42.2948,-72.27776,Ware,MA
1083,42.20382,-72.19496,Warren,MA
1084,42.39038,-72.88089,West Chesterfield,MA
1085,42.15371,-72.76958,Westfield,MA
1086,42.1304,-72.79397,Westfield,MA
1088,42.3901,-72.6478,West Hatfield,MA
1089,42.12534,-72.65027,West Springfield,MA
1092,42.19972,-72.23727,West Warren,MA
1093,42.43439,-72.65304,Whately,MA
1094,42.35945,-72.13847,Wheelwright,MA
1095,42.12763,-72.42994,Wilbraham,MA
1096,42.4042,-72.76817,Williamsburg,MA
1097,42.17603,-72.8313,Woronoco,MA
1098,42.3946,-72.94242,Worthington,MA
1103,42.104,-72.59204,Springfield,MA
1104,42.13403,-72.56681,Springfield,MA
1105,42.09916,-72.57898,Springfield,MA
1106,42.04791,-72.57176,Longmeadow,MA
1107,42.12129,-72.6055,Springfield,MA
1108,42.08055,-72.55983,Springfield,MA
1109,42.11837,-72.54875,Springfield,MA
1118,42.09476,-72.52534,Springfield,MA
1119,42.12455,-72.51122,Springfield,MA
1128,42.09488,-72.48814,Springfield,MA
1129,42.12099,-72.48774,Springfield,MA
1151,42.15294,-72.50877,Indian Orchard,MA
1199,42.12065,-72.6045,Springfield,MA
1201,42.44993,-73.27644,Pittsfield,MA
1220,42.62372,-73.11718,Adams,MA
1222,42.05898,-73.32078,Ashley Falls,MA
1223,42.31176,-73.0994,Becket,MA
1224,42.50662,-73.19746,Berkshire,MA
1225,42.56267,-73.15484,Cheshire,MA
1226,42.48168,-73.13992,Dalton,MA
1229,42.27799,-73.33204,Glendale,MA
1230,42.18476,-73.34368,Great Barrington,MA
1235,42.42975,-73.07241,Hinsdale,MA
1236,42.26658,-73.3767,Housatonic,MA
1237,42.54971,-73.26265,Lanesborough,MA
1238,42.29522,-73.22879,Lee,MA
1240,42.37208,-73.27646,Lenox,MA
1242,42.33328,-73.24921,Lenox Dale,MA
1243,42.35146,-73.02322,Middlefield,MA
1244,42.11608,-73.26271,Mill River,MA
1245,42.18818,-73.21891,Monterey,MA
1247,42.69546,-73.07996,North Adams,MA
1253,42.21187,-73.11616,Otis,MA
1254,42.37982,-73.36545,Richmond,MA
1255,42.10834,-73.1229,Sandisfield,MA
1256,42.59627,-73.01957,Savoy,MA
1257,42.09701,-73.36886,Sheffield,MA
1258,42.10257,-73.46175,South Egremont,MA
1259,42.07553,-73.23564,Southfield,MA
1260,42.29587,-73.34517,South Lee,MA
1262,42.29354,-73.31771,Stockbridge,MA
1264,42.23409,-73.19903,Tyringham,MA
1266,42.30802,-73.38405,West Stockbridge,MA
1267,42.67197,-73.23904,Williamstown,MA
1270,42.51492,-73.04125,Windsor,MA
1301,42.62406,-72.60401,Greenfield,MA
1330,42.51377,-72.81395,Ashfield,MA
1331,42.56728,-72.18293,Athol,MA
1337,42.69503,-72.57711,Bernardston,MA
1338,42.57358,-72.82134,Buckland,MA
1339,42.60801,-72.89006,Charlemont,MA
1340,42.68319,-72.71797,Colrain,MA
1341,42.50447,-72.70514,Conway,MA
1342,42.54451,-72.60591,Deerfield,MA
1343,42.65444,-72.9811,Drury,MA
1344,42.60777,-72.42882,Erving,MA
1346,42.68892,-72.817,Heath,MA
1347,42.56137,-72.51694,Lake Pleasant,MA
1349,42.57271,-72.48329,Millers Falls,MA
1350,42.72265,-72.98244,Monroe Bridge,MA
1351,42.54282,-72.51905,Montague,MA
1354,42.63366,-72.51108,Gill,MA
1355,42.45289,-72.33044,New Salem,MA
1360,42.67575,-72.44594,Northfield,MA
1364,42.61292,-72.29241,Orange,MA
1366,42.48054,-72.18777,Petersham,MA
1367,42.6958,-72.91185,Rowe,MA
1368,42.68082,-72.18602,Royalston,MA
1370,42.59655,-72.72864,Shelburne Falls,MA
1373,42.47292,-72.61562,South Deerfield,MA
1375,42.46511,-72.55461,Sunderland,MA
1376,42.59533,-72.55579,Turners Falls,MA
1378,42.6748,-72.34581,Warwick,MA
1379,42.55285,-72.40252,Wendell,MA
1420,42.58578,-71.81662,Fitchburg,MA
1430,42.66019,-71.92369,Ashburnham,MA
1431,42.67652,-71.82323,Ashby,MA
1432,42.56467,-71.57139,Ayer,MA
1434,42.53854,-71.6115,Devens,MA
1436,42.60547,-72.08848,Baldwinville,MA
1438,42.5618,-72.0317,East Templeton,MA
1440,42.58738,-71.98648,Gardner,MA
1450,42.61368,-71.56142,Groton,MA
1451,42.50124,-71.57378,Harvard,MA
1452,42.48379,-72.00514,Hubbardston,MA
1453,42.51863,-71.76138,Leominster,MA
1460,42.53501,-71.4891,Littleton,MA
1462,42.58968,-71.7199,Lunenburg,MA
1463,42.67127,-71.60426,Pepperell,MA
1464,42.57331,-71.64837,Shirley,MA
1467,42.48772,-71.61729,Still River,MA
1468,42.55208,-72.06894,Templeton,MA
1469,42.66673,-71.69396,Townsend,MA
1473,42.55122,-71.90266,Westminster,MA
1474,42.66784,-71.75221,West Townsend,MA
1475,42.66667,-72.04899,Winchendon,MA
1501,42.1972,-71.84534,Auburn,MA
1503,42.38378,-71.63551,Berlin,MA
1504,42.0399,-71.53122,Blackstone,MA
1505,42.35633,-71.72123,Boylston,MA
1506,42.19365,-72.10441,Brookfield,MA
1507,42.13509,-71.96803,Charlton,MA
1510,42.4119,-71.68882,Clinton,MA
1515,42.20328,-72.0467,East Brookfield,MA
1516,42.05284,-71.75092,Douglas,MA
1518,42.12349,-72.11861,Fiskdale,MA
1519,42.2011,-71.68019,Grafton,MA
1520,42.33536,-71.85284,Holden,MA
1521,42.06012,-72.16592,Holland,MA
1522,42.38137,-71.86913,Jefferson,MA
1523,42.47971,-71.67844,Lancaster,MA
1524,42.24923,-71.91983,Leicester,MA
1525,42.10683,-71.63236,Linwood,MA
1527,42.19218,-71.77416,Millbury,MA
1529,42.03905,-71.57766,Millville,MA
1531,42.31929,-72.12795,New Braintree,MA
1532,42.32315,-71.64621,Northborough,MA
1534,42.14043,-71.643,Northbridge,MA
1535,42.2695,-72.07795,North Brookfield,MA
1536,42.23236,-71.69101,North Grafton,MA
1537,42.16157,-71.89148,North Oxford,MA
1540,42.11634,-71.85733,Oxford,MA
1541,42.45649,-71.88128,Princeton,MA
1542,42.20187,-71.91079,Rochdale,MA
1543,42.38482,-71.96727,Rutland,MA
1545,42.28423,-71.71554,Shrewsbury,MA
1550,42.06039,-72.03377,Southbridge,MA
1560,42.17496,-71.67756,South Grafton,MA
1561,42.44395,-71.6855,South Lancaster,MA
1562,42.24715,-71.99189,Spencer,MA
1564,42.44124,-71.77297,Sterling,MA
1566,42.1024,-72.08116,Sturbridge,MA
1568,42.17702,-71.60467,Upton,MA
1569,42.05873,-71.63708,Uxbridge,MA
1570,42.05206,-71.8485,Webster,MA
1571,42.05501,-71.93519,Dudley,MA
1581,42.26816,-71.61402,Westborough,MA
1583,42.37025,-71.78499,West Boylston,MA
1585,42.24152,-72.16193,West Brookfield,MA
1588,42.11992,-71.66955,Whitinsville,MA
1590,42.13395,-71.75087,Sutton,MA
1602,42.27223,-71.84951,Worcester,MA
1603,42.24406,-71.84445,Worcester,MA
1604,42.25146,-71.76773,Worcester,MA
1605,42.28947,-71.78751,Worcester,MA
1606,42.31444,-71.79556,Worcester,MA
1607,42.22748,-71.78877,Worcester,MA
1608,42.26185,-71.80162,Worcester,MA
1609,42.28645,-71.82895,Worcester,MA
1610,42.24674,-71.80966,Worcester,MA
1611,42.23829,-71.87726,Cherry Valley,MA
1612,42.31035,-71.93077,Paxton,MA
1701,42.32174,-71.43817,Framingham,MA
1702,42.28217,-71.43387,Framingham,MA
1718,42.51973,-71.42939,Acton,MA
1719,42.48836,-71.51782,Boxborough,MA
1720,42.48417,-71.43805,Acton,MA
1721,42.25729,-71.46866,Ashland,MA
1730,42.49697,-71.27834,Bedford,MA
1731,42.45675,-71.27952,Hanscom Afb,MA
1740,42.43616,-71.60728,Bolton,MA
1741,42.53001,-71.35128,Carlisle,MA
1742,42.46225,-71.36424,Concord,MA
1745,42.29204,-71.5013,Fayville,MA
1746,42.19775,-71.44499,Holliston,MA
1747,42.1248,-71.53508,Hopedale,MA
1748,42.2255,-71.53779,Hopkinton,MA
1749,42.38868,-71.54647,Hudson,MA
1752,42.3494,-71.54681,Marlborough,MA
1754,42.4264,-71.45612,Maynard,MA
1756,42.09302,-71.55148,Mendon,MA
1757,42.15678,-71.51911,Milford,MA
1760,42.28434,-71.34983,Natick,MA
1770,42.23414,-71.37532,Sherborn,MA
1772,42.30144,-71.53042,Southborough,MA
1773,42.4252,-71.31039,Lincoln,MA
1775,42.42983,-71.51148,Stow,MA
1776,42.38473,-71.4234,Sudbury,MA
1778,42.35829,-71.35918,Wayland,MA
1801,42.487,-71.15426,Woburn,MA
1803,42.50216,-71.20257,Burlington,MA
1810,42.64655,-71.16505,Andover,MA
1821,42.55017,-71.25217,Billerica,MA
1824,42.59114,-71.35564,Chelmsford,MA
1826,42.68314,-71.30061,Dracut,MA
1827,42.67642,-71.5005,Dunstable,MA
1830,42.79591,-71.05314,Haverhill,MA
1832,42.79103,-71.13131,Haverhill,MA
1833,42.72401,-70.9821,Georgetown,MA
1834,42.75199,-71.01486,Groveland,MA
1835,42.75293,-71.08594,Haverhill,MA
1840,42.70688,-71.1601,Lawrence,MA
1841,42.71083,-71.1651,Lawrence,MA
1843,42.68984,-71.16097,Lawrence,MA
1844,42.73401,-71.18889,Methuen,MA
1845,42.67135,-71.08653,North Andover,MA
1850,42.65569,-71.30292,Lowell,MA
1851,42.62813,-71.33566,Lowell,MA
1852,42.63232,-71.29538,Lowell,MA
1854,42.64907,-71.34805,Lowell,MA
1860,42.83857,-71.01192,Merrimac,MA
1862,42.57487,-71.29344,North Billerica,MA
1863,42.63242,-71.39059,North Chelmsford,MA
1864,42.58156,-71.08755,North Reading,MA
1867,42.53507,-71.10555,Reading,MA
1876,42.61224,-71.22746,Tewksbury,MA
1879,42.66638,-71.42869,Tyngsboro,MA
1880,42.50222,-71.06702,Wakefield,MA
1886,42.58642,-71.44008,Westford,MA
1887,42.56099,-71.16545,Wilmington,MA
1890,42.4518,-71.1463,Winchester,MA
1901,42.46102,-70.94656,Lynn,MA
1902,42.47085,-70.93991,Lynn,MA
1904,42.49155,-70.97275,Lynn,MA
1905,42.46614,-70.97589,Lynn,MA
1906,42.46799,-71.01441,Saugus,MA
1907,42.47583,-70.90673,Swampscott,MA
1908,42.42978,-70.92729,Nahant,MA
1913,42.85296,-70.94458,Amesbury,MA
1915,42.5681,-70.86273,Beverly,MA
1921,42.68152,-71.01897,Boxford,MA
1922,42.75872,-70.91448,Byfield,MA
1923,42.57399,-70.94926,Danvers,MA
1929,42.63474,-70.77689,Essex,MA
1930,42.62589,-70.68968,Gloucester,MA
1937,42.58573,-70.98403,Hathorne,MA
1938,42.68365,-70.84325,Ipswich,MA
1940,42.53456,-71.03757,Lynnfield,MA
1944,42.58154,-70.76825,Manchester,MA
1945,42.49911,-70.86368,Marblehead,MA
1949,42.60432,-71.01642,Middleton,MA
1950,42.81237,-70.88787,Newburyport,MA
1951,42.77803,-70.84977,Newbury,MA
1952,42.84654,-70.86162,Salisbury,MA
1960,42.53372,-70.97223,Peabody,MA
1966,42.65435,-70.6222,Rockport,MA
1969,42.72121,-70.89293,Rowley,MA
1970,42.5126,-70.90376,Salem,MA
1982,42.62676,-70.85795,South Hamilton,MA
1983,42.63728,-70.94257,Topsfield,MA
1984,42.60083,-70.88251,Wenham,MA
1985,42.79391,-70.96907,West Newbury,MA
2019,42.07773,-71.47408,Bellingham,MA
2021,42.17514,-71.12656,Canton,MA
2025,42.23604,-70.81903,Cohasset,MA
2026,42.24671,-71.17777,Dedham,MA
2030,42.23663,-71.28418,Dover,MA
2032,42.15491,-71.21548,East Walpole,MA
2035,42.06266,-71.24613,Foxboro,MA
2038,42.08623,-71.41127,Franklin,MA
2043,42.21678,-70.88499,Hingham,MA
2045,42.28436,-70.88269,Hull,MA
2047,42.13346,-70.68674,Humarock,MA
2048,42.01626,-71.21868,Mansfield,MA
2050,42.11488,-70.71476,Marshfield,MA
2052,42.18481,-71.305,Medfield,MA
2053,42.15352,-71.42904,Medway,MA
2054,42.16933,-71.36255,Millis,MA
2056,42.11637,-71.32963,Norfolk,MA
2061,42.16074,-70.81774,Norwell,MA
2062,42.18604,-71.19492,Norwood,MA
2066,42.20146,-70.76181,Scituate,MA
2067,42.10811,-71.18143,Sharon,MA
2071,42.10278,-71.27208,South Walpole,MA
2072,42.11922,-71.10188,Stoughton,MA
2081,42.14651,-71.25883,Walpole,MA
2090,42.22025,-71.21068,Westwood,MA
2093,42.0513,-71.35522,Wrentham,MA
2108,42.35767,-71.06505,Boston,MA
2109,42.36474,-71.05301,Boston,MA
2110,42.35831,-71.05175,Boston,MA
2111,42.35007,-71.05911,Boston,MA
2113,42.36542,-71.0554,Boston,MA
2114,42.36316,-71.06732,Boston,MA
2115,42.34108,-71.09458,Boston,MA
2116,42.3506,-71.07566,Boston,MA
2118,42.33818,-71.07072,Boston,MA
2119,42.3241,-71.08483,Roxbury,MA
2120,42.3321,-71.09637,Roxbury Crossing,MA
2121,42.30589,-71.08586,Dorchester,MA
2122,42.30007,-71.03352,Dorchester,MA
2124,42.28572,-71.07105,Dorchester Center,MA
2125,42.31544,-71.05594,Dorchester,MA
2126,42.27434,-71.09383,Mattapan,MA
2127,42.33479,-71.03901,South Boston,MA
2128,42.37268,-71.01652,East Boston,MA
2129,42.37975,-71.06169,Charlestown,MA
2130,42.30986,-71.11487,Jamaica Plain,MA
2131,42.28463,-71.12653,Roslindale,MA
2132,42.28025,-71.16145,West Roxbury,MA
2134,42.35787,-71.12941,Allston,MA
2135,42.34981,-71.15386,Brighton,MA
2136,42.25533,-71.12934,Hyde Park,MA
2138,42.38004,-71.13463,Cambridge,MA
2139,42.36253,-71.10302,Cambridge,MA
2140,42.39327,-71.13323,Cambridge,MA
2141,42.36999,-71.08265,Cambridge,MA
2142,42.36195,-71.082,Cambridge,MA
2143,42.38145,-71.09684,Somerville,MA
2144,42.40074,-71.12194,Somerville,MA
2145,42.39204,-71.08958,Somerville,MA
2148,42.43048,-71.0576,Malden,MA
2149,42.40642,-71.05447,Everett,MA
2150,42.39592,-71.03245,Chelsea,MA
2151,42.41844,-71.00351,Revere,MA
2152,42.37279,-70.97788,Winthrop,MA
2155,42.42325,-71.10884,Medford,MA
2163,42.36636,-71.12076,Boston,MA
2169,42.24759,-71.00322,Quincy,MA
2170,42.26649,-71.01615,Quincy,MA
2171,42.28822,-71.02459,Quincy,MA
2176,42.45561,-71.05901,Melrose,MA
2180,42.47407,-71.09723,Stoneham,MA
2184,42.20384,-71.00224,Braintree,MA
2186,42.24123,-71.08437,Milton,MA
2188,42.20807,-70.95749,Weymouth,MA
2189,42.20876,-70.9316,East Weymouth,MA
2190,42.16646,-70.95271,South Weymouth,MA
2191,42.24363,-70.94148,North Weymouth,MA
2199,42.34747,-71.08202,Boston,MA
2203,42.3605,-71.05896,Boston,MA
2210,42.34778,-71.03906,Boston,MA
2215,42.34777,-71.10282,Boston,MA
2301,42.07791,-71.04223,Brockton,MA
2302,42.08784,-70.99869,Brockton,MA
2322,42.12666,-71.04924,Avon,MA
2324,41.97282,-70.97489,Bridgewater,MA
2330,41.87389,-70.75635,Carver,MA
2332,42.0467,-70.71496,Duxbury,MA
2333,42.03515,-70.94241,East Bridgewater,MA
2338,41.99141,-70.86326,Halifax,MA
2339,42.1224,-70.85665,Hanover,MA
2341,42.05579,-70.87232,Hanson,MA
2343,42.14729,-71.00482,Holbrook,MA
2346,41.88036,-70.87432,Middleboro,MA
2347,41.83127,-70.95914,Lakeville,MA
2351,42.11724,-70.95962,Abington,MA
2356,42.05507,-71.12058,North Easton,MA
2357,42.05772,-71.08075,North Easton,MA
2359,42.06547,-70.80143,Pembroke,MA
2360,41.87859,-70.63066,Plymouth,MA
2364,41.98617,-70.74823,Kingston,MA
2366,41.85082,-70.65717,South Carver,MA
2367,41.96345,-70.80973,Plympton,MA
2368,42.17697,-71.05341,Randolph,MA
2370,42.12987,-70.91096,Rockland,MA
2375,42.01746,-71.10147,South Easton,MA
2379,42.02139,-71.02669,West Bridgewater,MA
2382,42.07999,-70.93991,Whitman,MA
2420,42.45632,-71.21668,Lexington,MA
2421,42.43854,-71.24,Lexington,MA
2445,42.32597,-71.13397,Brookline,MA
2446,42.34356,-71.12167,Brookline,MA
2451,42.3982,-71.2571,Waltham,MA
2452,42.39357,-71.2196,Waltham,MA
2453,42.36913,-71.24024,Waltham,MA
2457,42.29838,-71.26836,Babson Park,MA
2458,42.3528,-71.18748,Newton,MA
2459,42.31493,-71.19174,Newton Center,MA
2460,42.35196,-71.20831,Newtonville,MA
2461,42.31682,-71.20848,Newton Highlands,MA
2462,42.32988,-71.25607,Newton Lower Falls,MA
2464,42.31287,-71.21958,Newton Upper Falls,MA
2465,42.34917,-71.22668,West Newton,MA
2466,42.34411,-71.24806,Auburndale,MA
2467,42.31641,-71.16118,Chestnut Hill,MA
2468,42.32731,-71.23076,Waban,MA
2472,42.37,-71.17725,Watertown,MA
2474,42.42023,-71.1565,Arlington,MA
2476,42.41624,-71.17518,Arlington,MA
2478,42.39603,-71.17951,Belmont,MA
2481,42.31293,-71.27431,Wellesley Hills,MA
2482,42.29384,-71.29986,Wellesley,MA
2492,42.27612,-71.24374,Needham,MA
2493,42.35893,-71.30008,Weston,MA
2494,42.29966,-71.23201,Needham Heights,MA
2532,41.75163,-70.59728,Buzzards Bay,MA
2534,41.66707,-70.61995,Cataumet,MA
2535,41.34896,-70.74628,Chilmark,MA
2536,41.59694,-70.56721,East Falmouth,MA
2537,41.72948,-70.44013,East Sandwich,MA
2538,41.77702,-70.64917,East Wareham,MA
2539,41.37994,-70.53223,Edgartown,MA
2540,41.57201,-70.62793,Falmouth,MA
2542,41.70259,-70.54687,Buzzards Bay,MA
2543,41.49345,-70.73109,Woods Hole,MA
2553,41.71336,-70.61883,Monument Beach,MA
2554,41.28538,-70.0798,Nantucket,MA
2556,41.63952,-70.62584,North Falmouth,MA
2557,41.4366,-70.58,Oak Bluffs,MA
2558,41.7448,-70.6535,Onset,MA
2559,41.69165,-70.61522,Pocasset,MA
2561,41.76886,-70.53319,Sagamore,MA
2562,41.78718,-70.52691,Sagamore Beach,MA
2563,41.71962,-70.47801,Sandwich,MA
2564,41.26529,-69.98433,Siasconset,MA
2568,41.45264,-70.61758,Vineyard Haven,MA
2571,41.76357,-70.69795,Wareham,MA
2575,41.39991,-70.65451,West Tisbury,MA
2576,41.77807,-70.7637,West Wareham,MA
2584,41.25883,-70.00735,Nantucket,MA
2601,41.6603,-70.29682,Hyannis,MA
2630,41.70462,-70.30329,Barnstable,MA
2631,41.74684,-70.06941,Brewster,MA
2632,41.66055,-70.34749,Centerville,MA
2633,41.68892,-69.97227,Chatham,MA
2635,41.62373,-70.44049,Cotuit,MA
2637,41.70571,-70.27238,Cummaquid,MA
2638,41.73226,-70.19362,Dennis,MA
2639,41.66634,-70.13529,Dennis Port,MA
2641,41.75059,-70.15222,East Dennis,MA
2642,41.83957,-69.97697,Eastham,MA
2643,41.76568,-69.93648,East Orleans,MA
2644,41.68422,-70.51024,Forestdale,MA
2645,41.70422,-70.06083,Harwich,MA
2646,41.67079,-70.07194,Harwich Port,MA
2647,41.63184,-70.30805,Hyannis Port,MA
2648,41.67072,-70.41636,Marstons Mills,MA
2649,41.61764,-70.49053,Mashpee,MA
2650,41.70342,-69.96591,North Chatham,MA
2651,41.87506,-70.0034,North Eastham,MA
2652,42.04411,-70.09475,North Truro,MA
2653,41.76877,-69.9739,Orleans,MA
2655,41.62995,-70.39258,Osterville,MA
2657,42.06139,-70.19814,Provincetown,MA
2659,41.68305,-70.02231,South Chatham,MA
2660,41.70546,-70.15434,South Dennis,MA
2663,41.90675,-69.99739,South Wellfleet,MA
